,X1,X2,X3,X4,X5,X6,X7,X8,target
0,0.9670298390136767,0.5991196778876893,0.5033333061820372,0.24402364860453696,0.9268389654691613,0.8304509323134733,0.8740360833607967,0.592403415759709,0
1,0.5472322491757223,0.8740048936101691,0.2100272720569284,0.4103998283270831,0.13106102831136013,0.9321278847549526,0.2246976344912862,0.24889231533176648,0
2,0.9726843599648843,0.6763161351254114,0.41014257784445696,0.21115550030095398,0.8608453591635716,0.5131151636176037,0.9472544555614795,0.329446404776335,1
3,0.7148159936743647,0.9456010014953972,0.9778954519836649,0.971234557504746,0.5836093094515749,0.8446706329650636,0.7158706608204491,0.25405178774948,1
4,0.6977288245972708,0.19180017842533104,0.6765922434904399,0.664922830070531,0.10562535990307653,0.4315552790049747,0.2862227386377617,0.5002906585136637,1
5,0.21608949558037638,0.5441003718623078,0.6525402600936391,0.3594694805787282,0.044275840859308024,0.36022361321081253,0.27524052295254353,0.49589996184256724,1
6,0.9762744547762418,0.7820665133251183,0.09621886388798562,0.23168520318528563,0.5346078424797038,0.7210632093407252,0.14974744952600427,0.5075824555375926,0
7,0.006230255204589863,0.5897202877679751,0.19058689048649202,0.3718714819565144,0.058589372960313635,0.06690839105313917,0.5304188177220984,0.3416967528345577,0
8,0.25298236238344396,0.24659370545641102,0.5495821274084591,0.36347716206929903,0.742191324681282,0.7960996406246665,0.8632840008702949,0.5760608060320869,1
9,0.4347915324044458,0.3628277194476044,0.26824806343519225,0.3443376388011321,0.21145424997979612,0.016109293027420146,0.05604601758834282,0.43375192617314107,0
10,0.7793829217937525,0.3638089816189005,0.11683432838955443,0.3897830786801907,0.7068626452930818,0.49230882577963,0.07232974981368223,0.44519842886712324,1
11,0.19768507460025309,0.30284203765425255,0.6467692610973738,0.7953703336678019,0.4480969780726476,0.7558451455741954,0.7466469607047201,0.22309254320523086,0
12,0.8629932355992223,0.6510715131494307,0.6009580093739505,0.4488335586515324,0.34567133531698346,0.5601308659998869,0.9480623637560113,0.13980545949323342,1
13,0.9834006771753128,0.8459209531911203,0.99377785023181,0.5645630985948771,0.28739058610599744,0.7444785377336073,0.3005522329311813,0.8116407492801365,1
14,0.16384224140469872,0.6390268468787573,0.5113785407975554,0.2257082719432486,0.7698746943891128,0.9747018044404463,0.8500543601161956,0.4726294302347438,1
15,0.5973339439328592,0.3668841821490173,0.8037437118021824,0.4614696970673914,0.1883327725923597,0.3019978506111991,0.7551103399681214,0.5412670405805371,1
16,0.008986097667554982,0.6859011860739362,0.946496753195037,0.02025515193745986,0.40245520720209405,0.836318104507115,0.4244881805220667,0.9270928761235085,1
17,0.3865712826436294,0.025712443437756916,0.25228407710833733,0.09319765083901255,0.8622550332761704,0.8379745697137829,0.24072091734972767,0.31746892085546774,1
18,0.044160057931499574,0.8785609035562166,0.17858702077268107,0.7013964040057614,0.3621533496578452,0.6832403579305473,0.2202359787814655,0.6718848865188832,0
19,0.9566529677142359,0.27742133435804606,0.349090971843529,0.11276766019776463,0.29088406003377487,0.48985230862184614,0.17504212281569909,0.018917618276778958,1
20,0.43614664687979765,0.9892796334854055,0.7763260548778953,0.4696692075755031,0.23791899384923465,0.8388060947303827,0.4620994488143805,0.2559602349293937,0
21,0.9489773067815628,0.20336715172381858,0.04856994987753094,0.46585576241450766,0.9721374017938851,0.7058560267012718,0.3075312834743055,0.6923601161260651,1
22,0.786305985935061,0.15317009785160307,0.4806654559285449,0.8595127269906759,0.5828514878211687,0.10890486811632916,0.3570401747358811,0.8880033242612789,1
23,0.8662892985816985,0.38294126086368663,0.6322834348111251,0.1342114187822897,0.5354137267798955,0.5978746167624824,0.3267945858252622,0.12210647463731594,1
24,0.17316542149594816,0.9444421908292835,0.931388233447508,0.8632966753682564,0.33817622121545,0.9795800881447744,0.7801199066348423,0.9185436677643322,1
25,0.07494858701310703,0.9609031009075127,0.11368782530748422,0.40119945467634144,0.33699488244201237,0.7015966855738471,0.6662699549663672,0.31274331755846796,0
26,0.6007427213777693,0.044838924951267956,0.9112944311816482,0.3319349158725723,0.7138431617462545,0.03533292317884873,0.3744282783709809,0.9063102431573892,1
27,0.16797218371840383,0.6447953514500903,0.06320742756529119,0.5682748793471752,0.24490293525267925,0.21422753885976908,0.31732488235734424,0.9314063409504534,1
28,0.7333801675105699,0.5756539456239429,0.677252575722345,0.6023889201476784,0.820443558357197,0.07894809879493592,0.6285939517378465,0.3708013929141226,1
29,0.4084438601520147,0.9876831075638745,0.8087568877620562,0.05473668874080728,0.6456658686913122,0.6611913759407257,0.10431845857103561,0.8039569416951677,1
30,0.5279088234179203,0.6132491427616555,0.6086936153322458,0.5840980294303166,0.19901283790922952,0.6089398218813111,0.27324276167797357,0.07109040083558105,1
31,0.937571583950942,0.18698424537078007,0.07480116308257989,0.48234366885209634,0.1471005170422256,0.455021624401199,0.7490731843758638,0.48203897312544053,1
32,0.521696122444958,0.7732140358069866,0.5236794315425427,0.9723417791821435,0.13067960973894788,0.06170412671713921,0.4464386621412071,0.3139449233453159,0
33,0.10819338288723068,0.9513184701575419,0.23288198631930057,0.6695878835111196,0.4027798644924181,0.5669323928794404,0.9379604087162973,0.29610090103026376,0
34,0.15822340718479944,0.826291438525894,0.2563160007489652,0.9655507929077279,0.5326594834206472,0.6220322009027571,0.03796228665294732,0.6331438174172808,0
35,0.5452026517032128,0.19159533383374172,0.5775199541855397,0.329461557448836,0.12715240707759146,0.9556636351458457,0.07996973748050618,0.11686261467729608,1
36,0.5244040800684734,0.02098469410201398,0.19294534230608873,0.409207883055816,0.33963272859991644,0.7866564140463117,0.3067096903844079,0.9907916654506805,0
37,0.6376102441259937,0.7195086258187341,0.47892002482055196,0.8183076740208263,0.2826658315360736,0.3898231645448782,0.9016069391651493,0.8756662076182712,1
38,0.4014954435902729,0.6805282763510825,0.1947526513422735,0.715608730784344,0.06718865106546967,0.7118441062013873,0.586996502410708,0.5869124997348748,1
39,0.6498051090193423,0.8465484893645094,0.7613107549720055,0.13544503696566668,0.13420359387617498,0.7924227813376511,0.7836196219735357,0.8748723000636952,1
40,0.39690000290173266,0.6752956347627278,0.2740052354793562,0.8645198939898945,0.6467360499617331,0.8316606553820689,0.49037837946129126,0.6245882446858061,1
41,0.6239161135482231,0.5935631477974946,0.7481566617243309,0.7574128461657329,0.2837015771125988,0.07091073787917901,0.05917814618198647,0.153229197324241,0
42,0.7674049670901238,0.9676499649233928,0.4847889228883716,0.8361404327258914,0.7636477602639403,0.5584572050253253,0.9175158544169267,0.5974573015213426,1
43,0.17897391004113083,0.754686997206299,0.14745284870728448,0.8606972956464644,0.04615130866175976,0.7148293796924793,0.6622675931733052,0.5805573666041554,0
44,0.3755757685875424,0.10799699668068286,0.5516679330828796,0.5993999862724567,0.5305307060781804,0.15851435496587585,0.19104916539733263,0.49712686584564336,1
45,0.5025330593269344,0.3064474401135261,0.8748450352067282,0.576046462142077,0.4489619178874018,0.20045789035573647,0.6214834853089611,0.10972840816272644,1
46,0.6866670799163458,0.7022328014013368,0.5729932855634101,0.9301667482138691,0.28538794753357666,0.021808202222927675,0.9148871480523805,0.8716175647461261,1
47,0.25367964866138315,0.2877037666431864,0.7393947457934364,0.6274796892748521,0.004017231962185952,0.004844928482571009,0.67160200230461,0.9173733881383218,1
48,0.5547408629425585,0.9884723779771342,0.3089936306459762,0.03923022816541033,0.29664816181011633,0.0554336588871025,0.32468790235391143,0.33528623540214364,1
49,0.6249308440640977,0.06972890832425138,0.9259388260970239,0.1738308441012989,0.9412167127763068,0.8155903241976017,0.13162854733308293,0.25624806917262943,1
50,0.895501166056146,0.9845850736999333,0.1831520631400705,0.300937766902595,0.877541807020805,0.3095866454378219,0.18180082016958166,0.8078287293822259,0
51,0.36285358843312643,0.6984280067523203,0.7034375579438957,0.7175885337571527,0.32475812213126276,0.09728095264038195,0.4539361440977818,0.4415316813533898,1
