,X1,X2,X3,X4,X5,X6,X7,X8,target
0,0.22199317108973948,0.7839603852815328,0.4864787984137968,0.7135034520442063,0.4816201266781299,0.30776835879698305,0.17608618868882153,0.20883438731052284,0
1,0.8707323061773764,0.4589886355010012,0.16200756432576768,0.7142172738517794,0.07186303667232741,0.28011387699553525,0.46255346784480056,0.6601741450613869,0
2,0.20671915533942642,0.6181133803480994,0.41597824860379184,0.31524008508316703,0.5654432165752723,0.3537053968041647,0.8400429196442837,0.835268261096245,0
3,0.9186109079379216,0.6352896131553977,0.14394007576883694,0.20094620954618336,0.4084088066543564,0.3702523235276588,0.12858744754443097,0.8188521230309734,1
4,0.48841118879482914,0.5717792243993849,0.4337648423002216,0.745723869126373,0.44353057779034977,0.30104550883728143,0.18335520913314496,0.5044904249338852,0
5,0.6117438629026457,0.0092322102631468,0.7684100462425313,0.8414456646688725,0.14522243783635114,0.11663820553834037,0.3979684094678104,0.9869207744788793,0
6,0.7659078564803156,0.4581246684112209,0.03920809260887215,0.29923169535662275,0.19020162500293647,0.4019632051928087,0.8337526150799225,0.7791634931729389,0
7,0.5184179878729432,0.08902964599043384,0.05295397888312903,0.2829574952992481,0.9872534132909752,0.10809326582578038,0.9774196959245911,0.6149239945807529,0
8,0.29680050157622195,0.9598566006008374,0.60745006967199,0.5508790612890523,0.48094582048301227,0.8292610498250438,0.8713159570379541,0.41599393791783257,0
9,0.18772122866125163,0.5801588162019519,0.37144559823484635,0.19061451996716028,0.07703738116976144,0.8214633971995268,0.7738286299761149,0.9545762486808856,0
10,0.08074126876487486,0.3596793840951259,0.9773229011621286,0.40989757300497676,0.03151542266288898,0.013514435312934503,0.9074879880611575,0.11069064654183691,0
11,0.73844029619897,0.7173025684837621,0.5580910538472713,0.923198341169724,0.5738771698554519,0.873177244567203,0.5025289874638313,0.5560420231001927,1
12,0.4413092228959531,0.9331666900273293,0.6599140686578661,0.5782421812388525,0.36843760406935955,0.7873782805738423,0.8987736930366365,0.2957786617288387,0
13,0.1583098677126512,0.6225091230483616,0.359894243546775,0.806259768082601,0.3955659211662014,0.5448762335032875,0.9419190208377375,0.882177809919551,0
14,0.8799370312012789,0.25800189945766816,0.3405188162923358,0.10593607851303133,0.9017714477428402,0.5845552984572951,0.46995628910739395,0.44319918142936054,0
15,0.27408646199222464,0.47685713893112935,0.31550358584107685,0.20812430743025623,0.8159586883445132,0.4304771028021498,0.8888143497792661,0.41972108060925295,0
16,0.4142350190810513,0.23422191131920156,0.3146588220895843,0.2314165042737002,0.22269557796797457,0.02978146704304463,0.4080136969235342,0.027862303028841184,0
17,0.29607993273364797,0.03005120466072564,0.6898605389479667,0.026106133300045298,0.7850156538497935,0.8038635032028669,0.8644603838632516,0.28927870129216804,0
18,0.6287879088794833,0.15745587426197827,0.6687920712351407,0.2866357942902388,0.3658045740160899,0.007041513261086263,0.05266810535601241,0.9462513718963239,0
19,0.579837810189545,0.24088152277280062,0.2081465012250061,0.03474014079047294,0.17469319697997787,0.02431224475352123,0.7132903758609288,0.28808890195695436,0
20,0.5999291966249876,0.5493287723661595,0.6173408794443056,0.7108108578158691,0.22772751179547412,0.023561218517824667,0.34062640560542834,0.5830804873055723,1
21,0.26581911753550724,0.15222241016432236,0.23019273284918862,0.36981299895331365,0.5838081281973336,0.3787648413521565,0.692768437932299,0.46669257204834824,0
22,0.2846858806413638,0.23418659831005018,0.9353948137280568,0.2606704100487163,0.9169478693922224,0.5563930986102283,0.6676365091784636,0.6435797055731813,0
